date_id,date_display,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,season,is_weekend,is_holiday,is_month_end
2023-01-23,2023-01-23,2023,1,January,23,0,Monday,4,Q1,Winter,0,0,0
2023-01-24,2023-01-24,2023,1,January,24,1,Tuesday,4,Q1,Winter,0,0,0
2023-01-25,2023-01-25,2023,1,January,25,2,Wednesday,4,Q1,Winter,0,0,0
2023-01-26,2023-01-26,2023,1,January,26,3,Thursday,4,Q1,Winter,0,0,0
2023-01-27,2023-01-27,2023,1,January,27,4,Friday,4,Q1,Winter,0,0,0
2023-01-28,2023-01-28,2023,1,Jan,28,5,Saturday,4,Q1,Winter,1,0,0
2023-01-29,2023-01-29,2023,1,January,29,6,Sunday,4,Q1,Winter,1,0,0
2023-01-30,2023-01-30,2023,1,January,30,0,Monday,5,Q1,Winter,0,0,0
2023-01-31,2023-01-31,2023,1,January,31,1,Tuesday,5,Q1,Winter,0,0,1
2023-02-01,2023-02-01,2023,2,February,1,2,Wednesday,5,Q1,Winter,0,0,0
2023-02-02,2023-02-02,2023,2,February,2,3,Thursday,5,Q1,Winter,0,0,0
2023-02-03,2023-02-03,2023,2,February,3,4,Friday,5,Q1,Winter,0,0,0
2023-02-04,2023-02-04,2023,2,February,4,5,Saturday,5,Q1,Winter,1,0,0
2023-02-05,2023-02-05,2023,2,February,5,6,Sunday,5,Q1,Winter,1,0,0
2023-02-06,2023-02-06,2023,2,February,6,0,Monday,6,Q1,Winter,0,0,0
2023-02-07,2023-02-07,2023,2,February,7,1,Tuesday,6,Q1,Winter,0,0,0
2023-02-08,2023-02-08,2023,2,February,8,2,Wednesday,6,Q1,Winter,0,0,0
2023-02-09,2023-02-09,2023,2,February,9,3,Thursday,6,Q1,Winter,0,0,0
2023-02-10,2023-02-10,2023,2,February,10,4,Friday,6,Q1,Winter,0,0,0
2023-02-11,2023-02-11,2023,2,February,11,5,Saturday,6,Q1,Winter,1,0,0
2023-02-12,2023-02-12,2023,2,February,12,6,Sunday,6,Q1,Winter,1,0,0
2023-02-13,2023-02-13,2023,2,February,13,0,Monday,7,Q1,Winter,0,0,0
2023-02-14,2023-02-14,2023,2,February,14,1,Tuesday,7,Q1,Winter,0,0,0
2023-02-15,2023-02-15,2023,2,February,15,2,Wednesday,7,Q1,Winter,0,0,0
2023-02-16,2023-02-16,2023,2,February,16,3,Thursday,7,Q1,Winter,0,0,0
2023-02-17,2023-02-17,2023,2,February,17,4,Friday,7,1,Winter,0,0,0
2023-02-18,2023-02-18,2023,2,February,18,5,Saturday,7,Q1,Winter,1,0,0
2023-02-19,2023-02-19,2023,2,February,19,6,Sunday,7,Q1,Winter,1,0,0
2023-02-20,2023-02-20,2023,2,February,20,0,Monday,8,1,Winter,0,1,0
2023-02-21,2023-02-21,2023,2,February,21,1,Tuesday,8,Q1,Winter,0,0,0
2023-02-22,2023-02-22,2023,2,February,22,2,Wednesday,8,Q1,Winter,0,0,0
2023-02-23,2023-02-23,2023,2,February,23,3,Thursday,8,Q1,Winter,0,0,0
2023-02-24,2023-02-24,2023,2,February,24,4,Friday,8,Q1,Winter,0,0,0
2023-02-25,2023-02-25,2023,2,February,25,5,Saturday,8,Q1,Winter,1,0,0
2023-02-26,2023-02-26,2023,2,February,26,6,Sunday,8,Q1,Winter,1,0,0
2023-02-27,2023-02-27,2023,2,February,27,0,Monday,9,Q1,Winter,0,0,0
2023-02-28,2023-02-28,2023,2,February,28,1,Tuesday,9,Q1,Winter,0,0,1
2023-03-01,2023-03-01,2023,3,March,1,2,Wednesday,9,Q1,Spring,0,0,0
2023-03-02,2023-03-02,2023,3,March,2,3,Thursday,9,Q1,Spring,0,0,0
2023-03-03,2023-03-03,2023,3,March,3,4,Friday,9,Q1,Spring,0,0,0
2023-03-04,2023-03-04,2023,3,March,4,5,Saturday,9,Q1,Spring,1,0,0
2023-03-05,2023-03-05,2023,3,March,5,6,Sunday,9,Q1,Spring,1,0,0
2023-03-06,2023/03/06,2023,3,March,6,0,Monday,10,Q1,Spring,0,0,0
2023-03-07,2023-03-07,2023,3,March,7,1,Tuesday,10,Q1,Spring,0,0,0
2023-03-08,2023-03-08,2023,3,March,8,2,Wednesday,10,Q1,Spring,0,0,0
2023-03-09,2023-03-09,2023,3,March,9,3,Thursday,10,Q1,Spring,0,0,0
2023-03-10,2023-03-10,2023,3,March,10,4,Friday,10,Q1,Spring,0,0,0
2023-03-11,11-03-2023,2023,3,March,11,5,Saturday,10,Q1,Spring,1,0,0
2023-03-12,2023-03-12,2023,3,March,12,6,Sunday,10,Q1,Spring,1,0,0
2023-03-13,2023-03-13,2023,3,March,13,0,Monday,11,Q1,Spring,0,0,0
2023-03-14,2023-03-14,2023,3,March,14,1,Tuesday,11,Q1,Spring,0,0,0
2023-03-15,2023-03-15,2023,3,Mar,15,2,Wednesday,11,Q1,Spring,0,0,0
2023-03-16,2023-03-16,2023,3,March,16,3,Thursday,11,Q1,Spring,0,0,0
2023-03-17,2023-03-17,2023,3,March,17,4,Friday,11,Q1,Spring,0,0,0
2023-03-18,2023-03-18,2023,3,March,18,5,Saturday,11,Q1,Spring,1,0,0
2023-03-19,2023-03-19,2023,3,March,19,6,Sunday,11,Q1,Spring,1,0,0
2023-03-20,2023-03-20,2023,3,March,20,0,Monday,12,Q1,Spring,0,0,0
2023-03-21,2023-03-21,2023,3,March,21,1,Tuesday,12,Q1,Spring,0,0,0
2023-03-22,2023-03-22,2023,3,March,22,2,Wednesday,12,Q1,Spring,0,0,0
2023-03-23,2023-03-23,2023,3,March,23,3,Thursday,12,1,Spring,0,0,0
2023-03-24,2023-03-24,2023,3,March,24,4,Friday,12,Q1,Spring,0,0,0
2023-03-25,2023-03-25,2023,3,March,25,5,Saturday,12,Q1,Spring,1,0,0
2023-03-26,2023-03-26,2023,3,March,26,6,Sunday,12,Q1,Spring,1,0,0
2023-03-27,2023-03-27,2023,3,March,27,0,Monday,13,Q1,Spring,0,0,0
2023-03-28,2023-03-28,2023,3,March,28,1,Tuesday,13,Q1,Spring,0,0,0
2023-03-29,2023-03-29,2023,3,March,29,2,Wednesday,13,Q1,Spring,0,0,0
2023-03-30,2023-03-30,2023,3,March,30,3,Thursday,13,Q1,Spring,0,0,0
2023-03-31,2023-03-31,2023,3,March,31,4,Friday,13,Q1,Spring,0,0,1
2023-04-01,2023-04-01,2023,4,April,1,5,Saturday,13,Q2,Spring,1,0,0
2023-04-02,2023-04-02,2023,4,April,2,6,Sunday,13,Q2,Spring,1,0,0
2023-04-03,2023/04/03,2023,4,April,3,0,Monday,14,Q2,Spring,0,0,0
2023-04-04,2023-04-04,2023,4,April,4,1,Tuesday,14,Q2,Spring,0,0,0
2023-04-05,2023-04-05,2023,4,April,5,2,Wednesday,14,2,Spring,0,0,0
2023-04-06,2023-04-06,2023,4,April,6,3,Thursday,14,Q2,Spring,0,0,0
2023-04-07,2023-04-07,2023,4,April,7,4,Friday,14,Q2,Spring,0,0,0
2023-04-08,2023-04-08,2023,4,April,8,5,Saturday,14,Q2,Spring,1,0,0
2023-04-09,2023-04-09,2023,4,April,9,6,Sunday,14,Q2,Spring,1,0,0
2023-04-10,2023-04-10,2023,4,April,10,0,Monday,15,Q2,Spring,0,0,0
2023-04-11,2023-04-11,2023,4,April,11,1,Tuesday,15,2,Spring,0,0,0
2023-04-12,2023-04-12,2023,4,April,12,2,Wednesday,15,2,Spring,0,0,0
2023-04-13,2023-04-13,2023,4,April,13,3,Thursday,15,Q2,Spring,0,0,0
2023-04-14,2023-04-14,2023,4,April,14,4,Friday,15,Q2,Spring,0,0,0
2023-04-15,2023-04-15,2023,4,April,15,5,Saturday,15,Q2,Spring,1,0,0
2023-04-16,2023-04-16,2023,4,April,16,6,Sunday,15,2,Spring,1,0,0
2023-04-17,2023-04-17,2023,4,April,17,0,Monday,16,Q2,Spring,0,0,0
2023-04-18,2023-04-18,2023,4,April,18,1,Tuesday,16,Q2,Spring,0,0,0
2023-04-19,2023-04-19,2023,4,April,19,2,Wednesday,16,Q2,Spring,0,0,0
2023-04-20,04/20/2023,2023,4,Apr,20,3,Thursday,16,Q2,Spring,0,0,0
2023-04-21,2023-04-21,2023,4,April,21,4,Friday,16,Q2,Spring,0,0,0
2023-04-22,2023/04/22,2023,4,April,22,5,Saturday,16,Q2,Spring,1,0,0
2023-04-23,2023-04-23,2023,4,April,23,6,Sunday,16,2,Spring,1,0,0
2023-04-24,2023-04-24,2023,4,April,24,0,Monday,17,Q2,Spring,0,0,0
2023-04-25,2023-04-25,2023,4,April,25,1,Tuesday,17,Q2,Spring,0,0,0
2023-04-26,2023-04-26,2023,4,April,26,2,Wednesday,17,Q2,Spring,0,0,0
2023-04-27,2023-04-27,2023,4,April,27,3,Thursday,17,Q2,Spring,0,0,0
2023-04-28,28-04-2023,2023,4,April,28,4,Friday,17,Q2,Spring,0,0,0
2023-04-29,2023-04-29,2023,4,April,29,5,Saturday,17,Q2,Spring,1,0,0
2023-04-30,2023-04-30,2023,4,April,30,6,Sunday,17,2,Spring,1,0,1
2023-05-01,2023-05-01,2023,5,May,1,0,Monday,18,Q2,Spring,0,0,0
2023-05-02,2023-05-02,2023,5,May,2,1,Tuesday,18,Q2,Spring,0,0,0
2023-05-03,2023-05-03,2023,5,May,3,2,Wednesday,18,2,Spring,0,0,0
2023-05-04,2023-05-04,2023,5,May,4,3,Thursday,18,Q2,Spring,0,0,0
2023-05-05,2023-05-05,2023,5,May,5,4,Friday,18,Q2,Spring,0,0,0
2023-05-06,2023-05-06,2023,5,May,6,5,Saturday,18,Q2,Spring,1,0,0
2023-05-07,2023-05-07,2023,5,May,7,6,Sunday,18,Q2,Spring,1,0,0
2023-05-08,08-05-2023,2023,5,May,8,0,Monday,19,Q2,Spring,0,0,0
2023-05-09,2023-05-09,2023,5,May,9,1,Tuesday,19,Q2,Spring,0,0,0
2023-05-10,2023-05-10,2023,5,May,10,2,Wednesday,19,Q2,Spring,0,0,0
2023-05-11,2023-05-11,2023,5,May,11,3,Thursday,19,Q2,Spring,0,0,0
2023-05-12,2023-05-12,2023,5,May,12,4,Friday,19,Q2,Spring,0,0,0
2023-05-13,2023-05-13,2023,5,May,13,5,Saturday,19,2,Spring,1,0,0
2023-05-14,2023/05/14,2023,5,May,14,6,Sunday,19,Q2,Spring,1,0,0
2023-05-15,2023-05-15,2023,5,May,15,0,Monday,20,Q2,Spring,0,0,0
2023-05-16,2023-05-16,2023,5,May,16,1,Tuesday,20,Q2,Spring,0,0,0
2023-05-17,2023-05-17,2023,5,May,17,2,Wednesday,20,Q2,Spring,0,0,0
2023-05-18,2023-05-18,2023,5,May,18,3,Thursday,20,2,Spring,0,0,0
2023-05-19,2023-05-19,2023,5,May,19,4,Friday,20,Q2,Spring,0,0,0
2023-05-20,2023-05-20,2023,5,May,20,5,Saturday,20,Q2,Spring,1,0,0
2023-05-21,2023-05-21,2023,5,May,21,6,Sunday,20,Q2,Spring,1,0,0
2023-05-22,2023-05-22,2023,5,May,22,0,Monday,21,Q2,Spring,0,0,0
2023-05-23,2023-05-23,2023,5,May,23,1,Tuesday,21,Q2,Spring,0,0,0
2023-05-24,2023-05-24,2023,5,May,24,2,Wednesday,21,Q2,Spring,0,0,0
2023-05-25,2023-05-25,2023,5,May,25,3,Thursday,21,2,Spring,0,0,0
2023-05-26,2023-05-26,2023,5,May,26,4,Friday,21,Q2,Spring,0,0,0
2023-05-27,2023-05-27,2023,5,May,27,5,Saturday,21,Q2,Spring,1,0,0
2023-05-28,2023-05-28,2023,5,May,28,6,Sunday,21,Q2,Spring,1,0,0
2023-05-29,2023-05-29,2023,5,May,29,0,Monday,22,Q2,Spring,0,1,0
2023-05-30,2023-05-30,2023,5,May,30,1,Tuesday,22,Q2,Spring,0,0,0
2023-05-31,2023-05-31,2023,5,May,31,2,Wednesday,22,Q2,Spring,0,0,1
2023-06-01,2023-06-01,2023,6,June,1,3,Thursday,22,Q2,Summer,0,0,0
2023-06-02,02-06-2023,2023,6,June,2,4,Friday,22,Q2,Summer,0,0,0
2023-06-03,2023-06-03,2023,6,June,3,5,Saturday,22,Q2,Summer,1,0,0
2023-06-04,2023-06-04,2023,6,June,4,6,Sunday,22,2,Summer,1,0,0
2023-06-05,2023-06-05,2023,6,June,5,0,Monday,23,Q2,Summer,0,0,0
2023-06-06,2023-06-06,2023,6,June,6,1,Tuesday,23,Q2,Summer,0,0,0
2023-06-07,2023-06-07,2023,6,June,7,2,Wednesday,23,Q2,Summer,0,0,0
2023-06-08,2023-06-08,2023,6,June,8,3,Thursday,23,Q2,Summer,0,0,0
2023-06-09,2023-06-09,2023,6,June,9,4,Friday,23,Q2,Summer,0,0,0
2023-06-10,2023/06/10,2023,6,June,10,5,Saturday,23,Q2,Summer,1,0,0
2023-06-11,11-06-2023,2023,6,June,11,6,Sunday,23,Q2,Summer,1,0,0
2023-06-12,2023-06-12,2023,6,June,12,0,Monday,24,Q2,Summer,0,0,0
2023-06-13,2023-06-13,2023,6,June,13,1,Tuesday,24,Q2,Summer,0,0,0
2023-06-14,2023-06-14,2023,6,Jun,14,2,Wednesday,24,Q2,Summer,0,0,0
2023-06-15,2023-06-15,2023,6,June,15,3,Thursday,24,Q2,Summer,0,0,0
2023-06-16,2023-06-16,2023,6,June,16,4,Friday,24,Q2,Summer,0,0,0
2023-06-17,2023-06-17,2023,6,June,17,5,Saturday,24,Q2,Summer,1,0,0
2023-06-18,2023-06-18,2023,6,June,18,6,Sunday,24,2,Summer,1,0,0
2023-06-19,2023-06-19,2023,6,June,19,0,Monday,25,Q2,Summer,0,0,0
2023-06-20,2023-06-20,2023,6,June,20,1,Tuesday,25,Q2,Summer,0,0,0
2023-06-21,2023-06-21,2023,6,June,21,2,Wednesday,25,Q2,Summer,0,0,0
2023-06-22,2023-06-22,2023,6,June,22,3,Thursday,25,Q2,Summer,0,0,0
2023-06-23,2023-06-23,2023,6,June,23,4,Friday,25,Q2,Summer,0,0,0
2023-06-24,2023-06-24,2023,6,June,24,5,Saturday,25,Q2,Summer,1,0,0
2023-06-25,2023-06-25,2023,6,June,25,6,Sunday,25,Q2,Summer,1,0,0
2023-06-26,2023-06-26,2023,6,June,26,0,Monday,26,2,Summer,0,0,0
2023-06-27,27-06-2023,2023,6,June,27,1,Tuesday,26,Q2,Summer,0,0,0
2023-06-28,2023-06-28,2023,6,June,28,2,Wednesday,26,Q2,Summer,0,0,0
2023-06-29,2023-06-29,2023,6,June,29,3,Thursday,26,Q2,Summer,0,0,0
2023-06-30,2023-06-30,2023,6,June,30,4,Friday,26,Q2,Summer,0,0,1
2023-07-01,2023-07-01,2023,7,July,1,5,Saturday,26,Q3,Summer,1,0,0
2023-07-02,2023-07-02,2023,7,July,2,6,Sunday,26,Q3,Summer,1,0,0
2023-07-03,2023-07-03,2023,7,July,3,0,Monday,27,Q3,Summer,0,0,0
2023-07-04,2023-07-04,2023,7,July,4,1,Tuesday,27,Q3,Summer,0,1,0
2023-07-05,2023-07-05,2023,7,July,5,2,Wednesday,27,Q3,Summer,0,0,0
2023-07-06,2023-07-06,2023,7,July,6,3,Thursday,27,Q3,Summer,0,0,0
2023-07-07,2023-07-07,2023,7,July,7,4,Friday,27,Q3,Summer,0,0,0
2023-07-08,2023-07-08,2023,7,July,8,5,Saturday,27,Q3,Summer,1,0,0
2023-07-09,2023-07-09,2023,7,July,9,6,Sunday,27,Q3,Summer,1,0,0
2023-07-10,2023/07/10,2023,7,July,10,0,Monday,28,Q3,Summer,0,0,0
2023-07-11,2023-07-11,2023,7,July,11,1,Tuesday,28,Q3,Summer,0,0,0
2023-07-12,2023-07-12,2023,7,July,12,2,Wednesday,28,Q3,Summer,0,0,0
2023-07-13,2023-07-13,2023,7,July,13,3,Thursday,28,3,Summer,0,0,0
2023-07-14,2023-07-14,2023,7,July,14,4,Friday,28,Q3,Summer,0,0,0
2023-07-15,2023-07-15,2023,7,July,15,5,Saturday,28,Q3,Summer,1,0,0
2023-07-16,2023/07/16,2023,7,July,16,6,Sunday,28,3,Summer,1,0,0
2023-07-17,2023-07-17,2023,7,July,17,0,Monday,29,Q3,Summer,0,0,0
2023-07-18,2023-07-18,2023,7,July,18,1,Tuesday,29,Q3,Summer,0,0,0
2023-07-19,2023-07-19,2023,7,July,19,2,Wednesday,29,Q3,Summer,0,0,0
2023-07-20,2023-07-20,2023,7,July,20,3,Thursday,29,Q3,Summer,0,0,0
2023-07-21,2023-07-21,2023,7,July,21,4,Friday,29,Q3,Summer,0,0,0
2023-07-22,2023-07-22,2023,7,July,22,5,Saturday,29,Q3,Summer,1,0,0
2023-07-23,23-07-2023,2023,7,July,23,6,Sunday,29,Q3,Summer,1,0,0
2023-07-24,2023-07-24,2023,7,July,24,0,Monday,30,3,Summer,0,0,0
2023-07-25,2023-07-25,2023,7,July,25,1,Tuesday,30,Q3,Summer,0,0,0
2023-07-26,2023-07-26,2023,7,July,26,2,Wednesday,30,Q3,Summer,0,0,0
2023-07-27,2023-07-27,2023,7,Jul,27,3,Thursday,30,Q3,Summer,0,0,0
2023-07-28,2023-07-28,2023,7,July,28,4,Friday,30,Q3,Summer,0,0,0
2023-07-29,2023-07-29,2023,7,July,29,5,Saturday,30,Q3,Summer,1,0,0
2023-07-30,2023-07-30,2023,7,Jul,30,6,Sunday,30,Q3,Summer,1,0,0
2023-07-31,2023/07/31,2023,7,July,31,0,Monday,31,Q3,Summer,0,0,1
2023-08-01,2023-08-01,2023,8,August,1,1,Tuesday,31,Q3,Summer,0,0,0
2023-08-02,2023-08-02,2023,8,August,2,2,Wednesday,31,Q3,Summer,0,0,0
2023-08-03,2023-08-03,2023,8,August,3,3,Thursday,31,Q3,Summer,0,0,0
2023-08-04,04-08-2023,2023,8,August,4,4,Friday,31,Q3,Summer,0,0,0
2023-08-05,2023-08-05,2023,8,August,5,5,Saturday,31,Q3,Summer,1,0,0
2023-08-06,2023-08-06,2023,8,August,6,6,Sunday,31,Q3,Summer,1,0,0
2023-08-07,2023-08-07,2023,8,August,7,0,Monday,32,Q3,Summer,0,0,0
2023-08-08,2023-08-08,2023,8,August,8,1,Tuesday,32,Q3,Summer,0,0,0
2023-08-09,2023-08-09,2023,8,August,9,2,Wednesday,32,Q3,Summer,0,0,0
2023-08-10,2023-08-10,2023,8,August,10,3,Thursday,32,Q3,Summer,0,0,0
2023-08-11,2023-08-11,2023,8,Aug,11,4,Friday,32,3,Summer,0,0,0
2023-08-12,2023-08-12,2023,8,Aug,12,5,Saturday,32,Q3,Summer,1,0,0
2023-08-13,2023-08-13,2023,8,August,13,6,Sunday,32,Q3,Summer,1,0,0
2023-08-14,2023-08-14,2023,8,August,14,0,Monday,33,Q3,Summer,0,0,0
2023-08-15,2023-08-15,2023,8,August,15,1,Tuesday,33,Q3,Summer,0,0,0
2023-08-16,2023-08-16,2023,8,August,16,2,Wednesday,33,Q3,Summer,0,0,0
2023-08-17,2023-08-17,2023,8,August,17,3,Thursday,33,3,Summer,0,0,0
2023-08-18,2023-08-18,2023,8,August,18,4,Friday,33,Q3,Summer,0,0,0
2023-08-19,2023-08-19,2023,8,August,19,5,Saturday,33,Q3,Summer,1,0,0
2023-08-20,2023-08-20,2023,8,August,20,6,Sunday,33,Q3,Summer,1,0,0
2023-08-21,2023-08-21,2023,8,August,21,0,Monday,34,Q3,Summer,0,0,0
2023-08-22,2023-08-22,2023,8,August,22,1,Tuesday,34,Q3,Summer,0,0,0
2023-08-23,2023-08-23,2023,8,August,23,2,Wednesday,34,Q3,Summer,0,0,0
2023-08-24,2023-08-24,2023,8,August,24,3,Thursday,34,Q3,Summer,0,0,0
2023-08-25,2023-08-25,2023,8,Aug,25,4,Friday,34,Q3,Summer,0,0,0
2023-08-26,2023-08-26,2023,8,August,26,5,Saturday,34,Q3,Summer,1,0,0
2023-08-27,2023-08-27,2023,8,August,27,6,Sunday,34,Q3,Summer,1,0,0
2023-08-28,2023-08-28,2023,8,August,28,0,Monday,35,Q3,Summer,0,0,0
2023-08-29,2023-08-29,2023,8,August,29,1,Tuesday,35,Q3,Summer,0,0,0
2023-08-30,2023/08/30,2023,8,August,30,2,Wednesday,35,Q3,Summer,0,0,0
2023-08-31,2023-08-31,2023,8,August,31,3,Thursday,35,Q3,Summer,0,0,1
2023-09-01,2023-09-01,2023,9,September,1,4,Friday,35,Q3,Fall,0,0,0
2023-09-02,2023-09-02,2023,9,September,2,5,Saturday,35,3,Fall,1,0,0
2023-09-03,2023-09-03,2023,9,September,3,6,Sunday,35,3,Fall,1,0,0
2023-09-04,2023-09-04,2023,9,September,4,0,Monday,36,Q3,Fall,0,1,0
2023-09-05,2023-09-05,2023,9,September,5,1,Tuesday,36,Q3,Fall,0,0,0
2023-09-06,2023-09-06,2023,9,September,6,2,Wednesday,36,Q3,Fall,0,0,0
2023-09-07,2023-09-07,2023,9,September,7,3,Thursday,36,Q3,Fall,0,0,0
2023-09-08,2023-09-08,2023,9,September,8,4,Friday,36,Q3,Fall,0,0,0
2023-09-09,2023-09-09,2023,9,September,9,5,Saturday,36,Q3,Fall,1,0,0
2023-09-10,10-09-2023,2023,9,September,10,6,Sunday,36,Q3,Fall,1,0,0
2023-09-11,09/11/2023,2023,9,September,11,0,Monday,37,Q3,Fall,0,0,0
2023-09-12,2023-09-12,2023,9,September,12,1,Tuesday,37,Q3,Fall,0,0,0
2023-09-13,2023-09-13,2023,9,September,13,2,Wednesday,37,Q3,Fall,0,0,0
2023-09-14,2023/09/14,2023,9,September,14,3,Thursday,37,Q3,Fall,0,0,0
2023-09-15,2023-09-15,2023,9,September,15,4,Friday,37,Q3,Fall,0,0,0
2023-09-16,2023-09-16,2023,9,September,16,5,Saturday,37,Q3,Fall,1,0,0
2023-09-17,2023-09-17,2023,9,September,17,6,Sunday,37,Q3,Fall,1,0,0
2023-09-18,2023-09-18,2023,9,September,18,0,Monday,38,Q3,Fall,0,0,0
2023-09-19,2023-09-19,2023,9,September,19,1,Tuesday,38,3,Fall,0,0,0
2023-09-20,2023-09-20,2023,9,September,20,2,Wednesday,38,3,Fall,0,0,0
2023-09-21,2023-09-21,2023,9,September,21,3,Thursday,38,Q3,Fall,0,0,0
2023-09-22,2023-09-22,2023,9,September,22,4,Friday,38,3,Fall,0,0,0
2023-09-23,2023-09-23,2023,9,September,23,5,Saturday,38,Q3,Fall,1,0,0
2023-09-24,2023-09-24,2023,9,September,24,6,Sunday,38,Q3,Fall,1,0,0
2023-09-25,2023-09-25,2023,9,September,25,0,Monday,39,Q3,Fall,0,0,0
2023-09-26,09/26/2023,2023,9,September,26,1,Tuesday,39,Q3,Fall,0,0,0
2023-09-27,2023-09-27,2023,9,September,27,2,Wednesday,39,Q3,Fall,0,0,0
2023-09-28,2023-09-28,2023,9,September,28,3,Thursday,39,Q3,Fall,0,0,0
2023-09-29,2023-09-29,2023,9,September,29,4,Friday,39,Q3,Fall,0,0,0
2023-09-30,2023-09-30,2023,9,September,30,5,Saturday,39,Q3,Fall,1,0,1
2023-10-01,10/01/2023,2023,10,October,1,6,Sunday,39,Q4,Fall,1,0,0
2023-10-02,2023-10-02,2023,10,October,2,0,Monday,40,Q4,Fall,0,0,0
2023-10-03,2023-10-03,2023,10,October,3,1,Tuesday,40,Q4,Fall,0,0,0
2023-10-04,2023-10-04,2023,10,October,4,2,Wednesday,40,Q4,Fall,0,0,0
2023-10-05,2023-10-05,2023,10,October,5,3,Thursday,40,Q4,Fall,0,0,0
2023-10-06,2023-10-06,2023,10,October,6,4,Friday,40,Q4,Fall,0,0,0
2023-10-07,2023-10-07,2023,10,October,7,5,Saturday,40,Q4,Fall,1,0,0
2023-10-08,2023-10-08,2023,10,October,8,6,Sunday,40,Q4,Fall,1,0,0
2023-10-09,2023-10-09,2023,10,October,9,0,Monday,41,Q4,Fall,0,1,0
2023-10-10,2023-10-10,2023,10,October,10,1,Tuesday,41,Q4,Fall,0,0,0
2023-10-11,2023-10-11,2023,10,October,11,2,Wednesday,41,Q4,Fall,0,0,0
2023-10-12,2023-10-12,2023,10,October,12,3,Thursday,41,Q4,Fall,0,0,0
2023-10-13,2023-10-13,2023,10,October,13,4,Friday,41,Q4,Fall,0,0,0
2023-10-14,2023-10-14,2023,10,October,14,5,Saturday,41,Q4,Fall,1,0,0
2023-10-15,2023-10-15,2023,10,October,15,6,Sunday,41,Q4,Fall,1,0,0
2023-10-16,2023-10-16,2023,10,October,16,0,Monday,42,Q4,Fall,0,0,0
2023-10-17,2023/10/17,2023,10,October,17,1,Tuesday,42,Q4,Fall,0,0,0
2023-10-18,2023-10-18,2023,10,October,18,2,Wednesday,42,Q4,Fall,0,0,0
2023-10-19,2023-10-19,2023,10,October,19,3,Thursday,42,4,Fall,0,0,0
2023-10-20,2023-10-20,2023,10,October,20,4,Friday,42,Q4,Fall,0,0,0
2023-10-21,2023-10-21,2023,10,October,21,5,Saturday,42,Q4,Fall,1,0,0
2023-10-22,2023-10-22,2023,10,October,22,6,Sunday,42,Q4,Fall,1,0,0
2023-10-23,2023-10-23,2023,10,October,23,0,Monday,43,Q4,Fall,0,0,0
2023-10-24,2023-10-24,2023,10,October,24,1,Tuesday,43,Q4,Fall,0,0,0
2023-10-25,2023-10-25,2023,10,October,25,2,Wednesday,43,4,Fall,0,0,0
2023-10-26,2023-10-26,2023,10,October,26,3,Thursday,43,Q4,Fall,0,0,0
2023-10-27,2023-10-27,2023,10,October,27,4,Friday,43,Q4,Fall,0,0,0
2023-10-28,28-10-2023,2023,10,October,28,5,Saturday,43,Q4,Fall,1,0,0
2023-10-29,2023-10-29,2023,10,October,29,6,Sunday,43,Q4,Fall,1,0,0
